,date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
3792,09/02/2018 12:15,14.94,2.74,19.01,0.01,98.36,61.79,44100,Weekday,Friday,Medium_Load
3793,09/02/2018 12:30,8.14,0.0,25.92,0.0,100.0,29.96,45000,Weekday,Friday,Medium_Load
3794,09/02/2018 12:45,8.24,0.0,25.27,0.0,100.0,31.0,45900,Weekday,Friday,Medium_Load
3795,09/02/2018 13:00,7.52,0.0,25.45,0.0,100.0,28.34,46800,Weekday,Friday,Medium_Load
3796,09/02/2018 13:15,42.08,5.8,6.95,0.02,99.06,98.66,47700,Weekday,Friday,Medium_Load
3797,09/02/2018 13:30,61.67,15.01,0.0,0.03,97.16,100.0,48600,Weekday,Friday,Medium_Load
3798,09/02/2018 13:45,66.28,28.19,0.0,0.03,92.02,100.0,49500,Weekday,Friday,Medium_Load
3799,09/02/2018 14:00,66.85,24.34,0.0,0.03,93.97,100.0,50400,Weekday,Friday,Medium_Load
3800,09/02/2018 14:15,80.03,29.88,0.0,0.04,93.68,100.0,51300,Weekday,Friday,Medium_Load
3801,09/02/2018 14:30,64.22,19.33,0.0,0.03,95.76,100.0,52200,Weekday,Friday,Medium_Load
3802,09/02/2018 14:45,83.34,37.22,0.0,0.04,91.31,100.0,53100,Weekday,Friday,Medium_Load
3803,09/02/2018 15:00,130.18,54.54,0.0,0.06,92.23,100.0,54000,Weekday,Friday,Medium_Load
3804,09/02/2018 15:15,80.68,33.48,0.0,0.04,92.36,100.0,54900,Weekday,Friday,Medium_Load
3805,09/02/2018 15:30,111.92,44.6,0.0,0.05,92.9,100.0,55800,Weekday,Friday,Medium_Load
3806,09/02/2018 15:45,138.64,58.79,0.0,0.06,92.06,100.0,56700,Weekday,Friday,Medium_Load
3807,09/02/2018 16:00,61.31,22.97,0.0,0.03,93.64,100.0,57600,Weekday,Friday,Medium_Load
3808,09/02/2018 16:15,88.16,36.79,0.0,0.04,92.29,100.0,58500,Weekday,Friday,Medium_Load
3809,09/02/2018 16:30,71.75,33.55,0.0,0.03,90.59,100.0,59400,Weekday,Friday,Medium_Load
3810,09/02/2018 16:45,75.28,38.41,0.0,0.03,89.08,100.0,60300,Weekday,Friday,Medium_Load
3811,09/02/2018 17:00,56.38,19.26,0.0,0.03,94.63,100.0,61200,Weekday,Friday,Medium_Load
3812,09/02/2018 17:15,63.43,28.12,0.0,0.03,91.42,100.0,62100,Weekday,Friday,Maximum_Load
3813,09/02/2018 17:30,61.96,20.3,0.0,0.03,95.03,100.0,63000,Weekday,Friday,Maximum_Load
3814,09/02/2018 17:45,72.9,24.12,0.0,0.03,94.94,100.0,63900,Weekday,Friday,Maximum_Load
3815,09/02/2018 18:00,53.42,15.88,0.0,0.02,95.85,100.0,64800,Weekday,Friday,Maximum_Load
3816,09/02/2018 18:15,46.58,23.54,0.0,0.02,89.25,100.0,65700,Weekday,Friday,Maximum_Load
3817,09/02/2018 18:30,49.68,21.42,0.0,0.02,91.83,100.0,66600,Weekday,Friday,Maximum_Load
3818,09/02/2018 18:45,71.1,17.93,0.94,0.03,96.96,99.99,67500,Weekday,Friday,Maximum_Load
3819,09/02/2018 19:00,97.42,24.95,0.0,0.04,96.87,100.0,68400,Weekday,Friday,Maximum_Load
3820,09/02/2018 19:15,39.42,0.68,1.8,0.02,99.99,99.9,69300,Weekday,Friday,Maximum_Load
3821,09/02/2018 19:30,73.73,13.72,1.04,0.03,98.31,99.99,70200,Weekday,Friday,Maximum_Load
3822,09/02/2018 19:45,78.01,11.88,0.07,0.04,98.86,100.0,71100,Weekday,Friday,Maximum_Load
3823,09/02/2018 20:00,111.56,30.24,0.0,0.05,96.52,100.0,72000,Weekday,Friday,Maximum_Load
3824,09/02/2018 20:15,80.35,12.71,0.25,0.04,98.77,100.0,72900,Weekday,Friday,Medium_Load
3825,09/02/2018 20:30,80.35,14.08,0.29,0.04,98.5,100.0,73800,Weekday,Friday,Medium_Load
3826,09/02/2018 20:45,106.02,27.83,0.0,0.05,96.72,100.0,74700,Weekday,Friday,Medium_Load
3827,09/02/2018 21:00,67.79,11.3,0.94,0.03,98.64,99.99,75600,Weekday,Friday,Medium_Load
3828,09/02/2018 21:15,85.43,19.98,0.29,0.04,97.37,100.0,76500,Weekday,Friday,Medium_Load
3829,09/02/2018 21:30,103.39,25.63,0.0,0.05,97.06,100.0,77400,Weekday,Friday,Medium_Load
3830,09/02/2018 21:45,56.88,6.3,1.4,0.03,99.39,99.97,78300,Weekday,Friday,Medium_Load
3831,09/02/2018 22:00,106.27,27.25,0.0,0.05,96.87,100.0,79200,Weekday,Friday,Medium_Load
3832,09/02/2018 22:15,91.66,33.16,0.0,0.04,94.04,100.0,80100,Weekday,Friday,Maximum_Load
3833,09/02/2018 22:30,64.66,41.51,0.0,0.03,84.15,100.0,81000,Weekday,Friday,Maximum_Load
3834,09/02/2018 22:45,107.89,58.61,0.0,0.05,87.87,100.0,81900,Weekday,Friday,Maximum_Load
3835,09/02/2018 23:00,57.13,36.94,0.0,0.03,83.97,100.0,82800,Weekday,Friday,Maximum_Load
3836,09/02/2018 23:15,62.78,40.0,0.0,0.03,84.34,100.0,83700,Weekday,Friday,Light_Load
3837,09/02/2018 23:30,107.82,58.14,0.0,0.05,88.02,100.0,84600,Weekday,Friday,Light_Load
3838,09/02/2018 23:45,61.24,36.76,0.0,0.03,85.74,100.0,85500,Weekday,Friday,Light_Load
3839,09/02/2018 00:00,97.24,53.21,0.0,0.04,87.73,100.0,0,Weekday,Friday,Light_Load
3840,10/02/2018 00:15,88.6,49.14,0.0,0.04,87.45,100.0,900,Weekend,Saturday,Light_Load
3841,10/02/2018 00:30,53.17,34.24,0.0,0.02,84.08,100.0,1800,Weekend,Saturday,Light_Load
3842,10/02/2018 00:45,104.72,56.92,0.0,0.05,87.86,100.0,2700,Weekend,Saturday,Light_Load
3843,10/02/2018 01:00,63.58,37.94,0.0,0.03,85.87,100.0,3600,Weekend,Saturday,Light_Load
3844,10/02/2018 01:15,15.34,14.11,0.0,0.01,73.6,100.0,4500,Weekend,Saturday,Light_Load
3845,10/02/2018 01:30,5.9,5.47,0.0,0.0,73.33,100.0,5400,Weekend,Saturday,Light_Load
3846,10/02/2018 01:45,6.95,5.76,0.0,0.0,76.99,100.0,6300,Weekend,Saturday,Light_Load
3847,10/02/2018 02:00,7.06,5.8,0.0,0.0,77.27,100.0,7200,Weekend,Saturday,Light_Load
3848,10/02/2018 02:15,6.66,6.05,0.0,0.0,74.02,100.0,8100,Weekend,Saturday,Light_Load
3849,10/02/2018 02:30,6.55,5.72,0.0,0.0,75.32,100.0,9000,Weekend,Saturday,Light_Load
3850,10/02/2018 02:45,6.66,5.72,0.0,0.0,75.86,100.0,9900,Weekend,Saturday,Light_Load
3851,10/02/2018 03:00,6.52,5.4,0.0,0.0,77.02,100.0,10800,Weekend,Saturday,Light_Load
3852,10/02/2018 03:15,6.48,5.4,0.0,0.0,76.82,100.0,11700,Weekend,Saturday,Light_Load
3853,10/02/2018 03:30,6.48,5.44,0.0,0.0,76.59,100.0,12600,Weekend,Saturday,Light_Load
3854,10/02/2018 03:45,6.59,5.58,0.0,0.0,76.32,100.0,13500,Weekend,Saturday,Light_Load
3855,10/02/2018 04:00,6.59,5.65,0.0,0.0,75.92,100.0,14400,Weekend,Saturday,Light_Load
3856,10/02/2018 04:15,6.52,5.65,0.0,0.0,75.57,100.0,15300,Weekend,Saturday,Light_Load
3857,10/02/2018 04:30,6.52,5.69,0.0,0.0,75.34,100.0,16200,Weekend,Saturday,Light_Load
3858,10/02/2018 04:45,6.55,5.9,0.0,0.0,74.3,100.0,17100,Weekend,Saturday,Light_Load
3859,10/02/2018 05:00,6.55,5.54,0.0,0.0,76.35,100.0,18000,Weekend,Saturday,Light_Load
3860,10/02/2018 05:15,6.55,5.36,0.0,0.0,77.39,100.0,18900,Weekend,Saturday,Light_Load
3861,10/02/2018 05:30,6.48,5.26,0.0,0.0,77.64,100.0,19800,Weekend,Saturday,Light_Load
3862,10/02/2018 05:45,6.52,5.18,0.0,0.0,78.3,100.0,20700,Weekend,Saturday,Light_Load
3863,10/02/2018 06:00,6.52,5.44,0.0,0.0,76.78,100.0,21600,Weekend,Saturday,Light_Load
3864,10/02/2018 06:15,6.48,5.29,0.0,0.0,77.46,100.0,22500,Weekend,Saturday,Light_Load
3865,10/02/2018 06:30,6.52,5.8,0.0,0.0,74.72,100.0,23400,Weekend,Saturday,Light_Load
3866,10/02/2018 06:45,6.48,5.44,0.0,0.0,76.59,100.0,24300,Weekend,Saturday,Light_Load
3867,10/02/2018 07:00,6.44,5.44,0.0,0.0,76.39,100.0,25200,Weekend,Saturday,Light_Load
3868,10/02/2018 07:15,6.48,5.47,0.0,0.0,76.41,100.0,26100,Weekend,Saturday,Light_Load
3869,10/02/2018 07:30,6.52,5.26,0.0,0.0,77.83,100.0,27000,Weekend,Saturday,Light_Load
3870,10/02/2018 07:45,6.41,5.11,0.0,0.0,78.19,100.0,27900,Weekend,Saturday,Light_Load
3871,10/02/2018 08:00,6.41,4.97,0.0,0.0,79.03,100.0,28800,Weekend,Saturday,Light_Load
3872,10/02/2018 08:15,6.37,4.86,0.0,0.0,79.5,100.0,29700,Weekend,Saturday,Light_Load
3873,10/02/2018 08:30,6.52,5.65,0.0,0.0,75.57,100.0,30600,Weekend,Saturday,Light_Load
3874,10/02/2018 08:45,5.69,5.58,0.25,0.0,71.4,99.9,31500,Weekend,Saturday,Light_Load
3875,10/02/2018 09:00,5.4,0.0,20.41,0.0,100.0,25.58,32400,Weekend,Saturday,Light_Load
3876,10/02/2018 09:15,5.58,0.0,26.28,0.0,100.0,20.77,33300,Weekend,Saturday,Light_Load
3877,10/02/2018 09:30,4.57,0.0,26.71,0.0,100.0,16.86,34200,Weekend,Saturday,Light_Load
3878,10/02/2018 09:45,4.5,0.0,26.68,0.0,100.0,16.63,35100,Weekend,Saturday,Light_Load
3879,10/02/2018 10:00,5.0,0.0,26.93,0.0,100.0,18.25,36000,Weekend,Saturday,Light_Load
3880,10/02/2018 10:15,5.51,0.0,26.96,0.0,100.0,20.02,36900,Weekend,Saturday,Light_Load
3881,10/02/2018 10:30,4.79,0.0,27.22,0.0,100.0,17.33,37800,Weekend,Saturday,Light_Load
3882,10/02/2018 10:45,4.46,0.0,27.14,0.0,100.0,16.22,38700,Weekend,Saturday,Light_Load
3883,10/02/2018 11:00,4.82,0.0,27.18,0.0,100.0,17.46,39600,Weekend,Saturday,Light_Load
3884,10/02/2018 11:15,5.29,0.0,10.94,0.0,100.0,43.53,40500,Weekend,Saturday,Light_Load
3885,10/02/2018 11:30,5.18,0.0,9.61,0.0,100.0,47.45,41400,Weekend,Saturday,Light_Load
3886,10/02/2018 11:45,5.33,0.0,9.43,0.0,100.0,49.21,42300,Weekend,Saturday,Light_Load
3887,10/02/2018 12:00,4.68,0.0,8.89,0.0,100.0,46.58,43200,Weekend,Saturday,Light_Load
3888,10/02/2018 12:15,5.51,0.0,20.99,0.0,100.0,25.39,44100,Weekend,Saturday,Light_Load
3889,10/02/2018 12:30,4.72,0.0,26.42,0.0,100.0,17.59,45000,Weekend,Saturday,Light_Load
3890,10/02/2018 12:45,4.57,0.0,26.17,0.0,100.0,17.2,45900,Weekend,Saturday,Light_Load
3891,10/02/2018 13:00,5.11,0.0,26.32,0.0,100.0,19.06,46800,Weekend,Saturday,Light_Load
3892,10/02/2018 13:15,5.58,0.0,26.75,0.0,100.0,20.42,47700,Weekend,Saturday,Light_Load
3893,10/02/2018 13:30,4.64,0.0,27.11,0.0,100.0,16.87,48600,Weekend,Saturday,Light_Load
3894,10/02/2018 13:45,4.86,0.0,26.21,0.0,100.0,18.23,49500,Weekend,Saturday,Light_Load
3895,10/02/2018 14:00,4.57,0.0,24.44,0.0,100.0,18.38,50400,Weekend,Saturday,Light_Load
3896,10/02/2018 14:15,4.79,0.0,27.22,0.0,100.0,17.33,51300,Weekend,Saturday,Light_Load
3897,10/02/2018 14:30,4.72,0.0,27.18,0.0,100.0,17.11,52200,Weekend,Saturday,Light_Load
3898,10/02/2018 14:45,5.33,0.0,27.29,0.0,100.0,19.17,53100,Weekend,Saturday,Light_Load
3899,10/02/2018 15:00,5.76,0.0,27.22,0.0,100.0,20.7,54000,Weekend,Saturday,Light_Load
3900,10/02/2018 15:15,5.51,0.0,27.11,0.0,100.0,19.92,54900,Weekend,Saturday,Light_Load
3901,10/02/2018 15:30,4.57,0.0,26.5,0.0,100.0,16.99,55800,Weekend,Saturday,Light_Load
3902,10/02/2018 15:45,3.74,0.0,17.96,0.0,100.0,20.39,56700,Weekend,Saturday,Light_Load
3903,10/02/2018 16:00,3.78,0.0,17.86,0.0,100.0,20.71,57600,Weekend,Saturday,Light_Load
3904,10/02/2018 16:15,4.57,0.0,25.09,0.0,100.0,17.92,58500,Weekend,Saturday,Light_Load
3905,10/02/2018 16:30,4.57,0.0,25.74,0.0,100.0,17.48,59400,Weekend,Saturday,Light_Load
3906,10/02/2018 16:45,3.78,0.0,17.64,0.0,100.0,20.95,60300,Weekend,Saturday,Light_Load
3907,10/02/2018 17:00,3.82,0.0,17.64,0.0,100.0,21.16,61200,Weekend,Saturday,Light_Load
3908,10/02/2018 17:15,4.68,0.0,25.78,0.0,100.0,17.86,62100,Weekend,Saturday,Light_Load
3909,10/02/2018 17:30,4.64,0.0,25.6,0.0,100.0,17.83,63000,Weekend,Saturday,Light_Load
3910,10/02/2018 17:45,3.85,0.0,17.53,0.0,100.0,21.45,63900,Weekend,Saturday,Light_Load
3911,10/02/2018 18:00,3.92,0.0,17.82,0.0,100.0,21.48,64800,Weekend,Saturday,Light_Load
3912,10/02/2018 18:15,5.54,0.0,10.15,0.0,100.0,47.91,65700,Weekend,Saturday,Light_Load
3913,10/02/2018 18:30,5.18,0.0,9.0,0.0,100.0,49.88,66600,Weekend,Saturday,Light_Load
3914,10/02/2018 18:45,3.96,0.0,15.05,0.0,100.0,25.45,67500,Weekend,Saturday,Light_Load
3915,10/02/2018 19:00,4.03,0.0,19.37,0.0,100.0,20.37,68400,Weekend,Saturday,Light_Load
3916,10/02/2018 19:15,4.79,0.0,26.75,0.0,100.0,17.63,69300,Weekend,Saturday,Light_Load
3917,10/02/2018 19:30,4.36,0.0,21.89,0.0,100.0,19.53,70200,Weekend,Saturday,Light_Load
3918,10/02/2018 19:45,3.96,0.0,17.6,0.0,100.0,21.95,71100,Weekend,Saturday,Light_Load
3919,10/02/2018 20:00,4.28,0.0,20.88,0.0,100.0,20.08,72000,Weekend,Saturday,Light_Load
3920,10/02/2018 20:15,4.82,0.0,26.71,0.0,100.0,17.76,72900,Weekend,Saturday,Light_Load
3921,10/02/2018 20:30,4.1,0.0,19.4,0.0,100.0,20.68,73800,Weekend,Saturday,Light_Load
3922,10/02/2018 20:45,3.92,0.0,17.64,0.0,100.0,21.69,74700,Weekend,Saturday,Light_Load
3923,10/02/2018 21:00,4.57,0.0,24.41,0.0,100.0,18.4,75600,Weekend,Saturday,Light_Load
3924,10/02/2018 21:15,4.75,0.0,26.82,0.0,100.0,17.44,76500,Weekend,Saturday,Light_Load
3925,10/02/2018 21:30,4.79,0.0,25.78,0.0,100.0,18.27,77400,Weekend,Saturday,Light_Load
3926,10/02/2018 21:45,4.79,0.0,25.34,0.0,100.0,18.57,78300,Weekend,Saturday,Light_Load
3927,10/02/2018 22:00,4.32,0.0,22.1,0.0,100.0,19.18,79200,Weekend,Saturday,Light_Load
3928,10/02/2018 22:15,4.64,1.76,15.34,0.0,93.5,28.95,80100,Weekend,Saturday,Light_Load
3929,10/02/2018 22:30,3.71,3.31,0.0,0.0,74.62,100.0,81000,Weekend,Saturday,Light_Load
3930,10/02/2018 22:45,3.6,3.1,0.0,0.0,75.78,100.0,81900,Weekend,Saturday,Light_Load
3931,10/02/2018 23:00,4.18,3.96,0.0,0.0,72.6,100.0,82800,Weekend,Saturday,Light_Load
3932,10/02/2018 23:15,4.32,3.89,0.0,0.0,74.31,100.0,83700,Weekend,Saturday,Light_Load
3933,10/02/2018 23:30,3.64,2.77,0.0,0.0,79.58,100.0,84600,Weekend,Saturday,Light_Load
3934,10/02/2018 23:45,3.6,2.92,0.0,0.0,77.66,100.0,85500,Weekend,Saturday,Light_Load
3935,10/02/2018 00:00,4.28,4.07,0.0,0.0,72.47,100.0,0,Weekend,Saturday,Light_Load
3936,11/02/2018 00:15,4.28,4.32,0.0,0.0,70.38,100.0,900,Weekend,Sunday,Light_Load
3937,11/02/2018 00:30,3.85,3.42,0.0,0.0,74.76,100.0,1800,Weekend,Sunday,Light_Load
3938,11/02/2018 00:45,4.57,4.46,0.0,0.0,71.57,100.0,2700,Weekend,Sunday,Light_Load
3939,11/02/2018 01:00,4.61,4.46,0.0,0.0,71.87,100.0,3600,Weekend,Sunday,Light_Load
3940,11/02/2018 01:15,4.25,4.43,0.0,0.0,69.23,100.0,4500,Weekend,Sunday,Light_Load
3941,11/02/2018 01:30,3.67,3.38,0.0,0.0,73.56,100.0,5400,Weekend,Sunday,Light_Load
3942,11/02/2018 01:45,3.78,3.67,0.0,0.0,71.75,100.0,6300,Weekend,Sunday,Light_Load
3943,11/02/2018 02:00,4.46,4.93,0.0,0.0,67.09,100.0,7200,Weekend,Sunday,Light_Load
3944,11/02/2018 02:15,4.07,4.18,0.0,0.0,69.76,100.0,8100,Weekend,Sunday,Light_Load
3945,11/02/2018 02:30,3.74,3.64,0.0,0.0,71.66,100.0,9000,Weekend,Sunday,Light_Load
3946,11/02/2018 02:45,3.89,4.0,0.0,0.0,69.72,100.0,9900,Weekend,Sunday,Light_Load
3947,11/02/2018 03:00,4.5,5.22,0.0,0.0,65.29,100.0,10800,Weekend,Sunday,Light_Load
3948,11/02/2018 03:15,4.03,4.32,0.0,0.0,68.21,100.0,11700,Weekend,Sunday,Light_Load
3949,11/02/2018 03:30,3.71,3.6,0.0,0.0,71.77,100.0,12600,Weekend,Sunday,Light_Load
3950,11/02/2018 03:45,4.57,4.39,0.0,0.0,72.12,100.0,13500,Weekend,Sunday,Light_Load
3951,11/02/2018 04:00,5.15,5.18,0.0,0.0,70.51,100.0,14400,Weekend,Sunday,Light_Load
3952,11/02/2018 04:15,3.96,3.92,0.0,0.0,71.07,100.0,15300,Weekend,Sunday,Light_Load
3953,11/02/2018 04:30,3.64,3.24,0.0,0.0,74.7,100.0,16200,Weekend,Sunday,Light_Load
3954,11/02/2018 04:45,4.1,4.18,0.0,0.0,70.02,100.0,17100,Weekend,Sunday,Light_Load
3955,11/02/2018 05:00,4.43,4.75,0.0,0.0,68.2,100.0,18000,Weekend,Sunday,Light_Load
3956,11/02/2018 05:15,3.74,3.53,0.0,0.0,72.72,100.0,18900,Weekend,Sunday,Light_Load
3957,11/02/2018 05:30,3.71,3.17,0.0,0.0,76.03,100.0,19800,Weekend,Sunday,Light_Load
3958,11/02/2018 05:45,4.21,4.32,0.0,0.0,69.79,100.0,20700,Weekend,Sunday,Light_Load
3959,11/02/2018 06:00,4.39,4.82,0.0,0.0,67.34,100.0,21600,Weekend,Sunday,Light_Load
3960,11/02/2018 06:15,4.0,3.85,0.0,0.0,72.05,100.0,22500,Weekend,Sunday,Light_Load
3961,11/02/2018 06:30,4.46,4.82,0.0,0.0,67.92,100.0,23400,Weekend,Sunday,Light_Load
3962,11/02/2018 06:45,4.39,4.79,0.0,0.0,67.57,100.0,24300,Weekend,Sunday,Light_Load
3963,11/02/2018 07:00,4.39,5.0,0.0,0.0,65.98,100.0,25200,Weekend,Sunday,Light_Load
3964,11/02/2018 07:15,3.6,3.35,0.0,0.0,73.21,100.0,26100,Weekend,Sunday,Light_Load
3965,11/02/2018 07:30,3.6,3.49,0.0,0.0,71.8,100.0,27000,Weekend,Sunday,Light_Load
3966,11/02/2018 07:45,4.25,4.5,0.0,0.0,68.66,100.0,27900,Weekend,Sunday,Light_Load
3967,11/02/2018 08:00,4.32,4.72,0.0,0.0,67.52,100.0,28800,Weekend,Sunday,Light_Load
3968,11/02/2018 08:15,3.64,3.56,0.0,0.0,71.49,100.0,29700,Weekend,Sunday,Light_Load
3969,11/02/2018 08:30,3.71,4.0,0.0,0.0,68.0,100.0,30600,Weekend,Sunday,Light_Load
3970,11/02/2018 08:45,4.39,6.05,0.25,0.0,58.73,99.84,31500,Weekend,Sunday,Light_Load
3971,11/02/2018 09:00,4.46,0.0,16.34,0.0,100.0,26.33,32400,Weekend,Sunday,Light_Load
3972,11/02/2018 09:15,4.18,0.0,17.1,0.0,100.0,23.75,33300,Weekend,Sunday,Light_Load
3973,11/02/2018 09:30,5.29,0.0,25.63,0.0,100.0,20.21,34200,Weekend,Sunday,Light_Load
3974,11/02/2018 09:45,5.0,0.0,25.52,0.0,100.0,19.23,35100,Weekend,Sunday,Light_Load
3975,11/02/2018 10:00,4.28,0.0,18.47,0.0,100.0,22.57,36000,Weekend,Sunday,Light_Load
3976,11/02/2018 10:15,4.1,0.0,16.67,0.0,100.0,23.88,36900,Weekend,Sunday,Light_Load
3977,11/02/2018 10:30,4.68,0.0,22.64,0.0,100.0,20.24,37800,Weekend,Sunday,Light_Load
3978,11/02/2018 10:45,4.75,0.0,24.91,0.0,100.0,18.73,38700,Weekend,Sunday,Light_Load
3979,11/02/2018 11:00,4.1,0.0,16.78,0.0,100.0,23.74,39600,Weekend,Sunday,Light_Load
3980,11/02/2018 11:15,3.89,0.0,5.51,0.0,100.0,57.67,40500,Weekend,Sunday,Light_Load
3981,11/02/2018 11:30,4.61,0.0,7.38,0.0,100.0,52.98,41400,Weekend,Sunday,Light_Load
3982,11/02/2018 11:45,4.32,0.0,6.55,0.0,100.0,55.06,42300,Weekend,Sunday,Light_Load
3983,11/02/2018 12:00,3.92,0.0,4.93,0.0,100.0,62.24,43200,Weekend,Sunday,Light_Load
3984,11/02/2018 12:15,5.22,0.0,20.2,0.0,100.0,25.02,44100,Weekend,Sunday,Light_Load
3985,11/02/2018 12:30,5.26,0.0,25.49,0.0,100.0,20.21,45000,Weekend,Sunday,Light_Load
3986,11/02/2018 12:45,4.21,0.0,17.78,0.0,100.0,23.04,45900,Weekend,Sunday,Light_Load
3987,11/02/2018 13:00,4.14,0.0,16.63,0.0,100.0,24.16,46800,Weekend,Sunday,Light_Load
3988,11/02/2018 13:15,4.57,0.0,23.47,0.0,100.0,19.11,47700,Weekend,Sunday,Light_Load
3989,11/02/2018 13:30,4.75,0.0,25.67,0.0,100.0,18.2,48600,Weekend,Sunday,Light_Load
3990,11/02/2018 13:45,3.96,0.0,17.28,0.0,100.0,22.34,49500,Weekend,Sunday,Light_Load
3991,11/02/2018 14:00,3.96,0.0,17.21,0.0,100.0,22.42,50400,Weekend,Sunday,Light_Load
3992,11/02/2018 14:15,4.75,0.0,25.6,0.0,100.0,18.24,51300,Weekend,Sunday,Light_Load
3993,11/02/2018 14:30,4.5,0.0,23.36,0.0,100.0,18.92,52200,Weekend,Sunday,Light_Load
3994,11/02/2018 14:45,3.96,0.0,17.24,0.0,100.0,22.39,53100,Weekend,Sunday,Light_Load
3995,11/02/2018 15:00,4.14,0.0,19.01,0.0,100.0,21.28,54000,Weekend,Sunday,Light_Load
3996,11/02/2018 15:15,5.04,0.0,25.99,0.0,100.0,19.04,54900,Weekend,Sunday,Light_Load
3997,11/02/2018 15:30,5.36,0.0,26.03,0.0,100.0,20.17,55800,Weekend,Sunday,Light_Load
3998,11/02/2018 15:45,4.28,0.0,19.87,0.0,100.0,21.06,56700,Weekend,Sunday,Light_Load
3999,11/02/2018 16:00,4.28,0.0,20.99,0.0,100.0,19.98,57600,Weekend,Sunday,Light_Load
4000,11/02/2018 16:15,4.79,0.0,25.99,0.0,100.0,18.12,58500,Weekend,Sunday,Light_Load
4001,11/02/2018 16:30,4.07,0.0,17.57,0.0,100.0,22.57,59400,Weekend,Sunday,Light_Load
4002,11/02/2018 16:45,4.0,0.0,16.96,0.0,100.0,22.96,60300,Weekend,Sunday,Light_Load
4003,11/02/2018 17:00,4.72,0.0,24.44,0.0,100.0,18.96,61200,Weekend,Sunday,Light_Load
4004,11/02/2018 17:15,4.79,0.0,24.37,0.0,100.0,19.29,62100,Weekend,Sunday,Light_Load
4005,11/02/2018 17:30,4.07,0.0,16.78,0.0,100.0,23.57,63000,Weekend,Sunday,Light_Load
4006,11/02/2018 17:45,4.0,0.0,16.85,0.0,100.0,23.1,63900,Weekend,Sunday,Light_Load
4007,11/02/2018 18:00,4.79,0.0,25.31,0.0,100.0,18.6,64800,Weekend,Sunday,Light_Load
4008,11/02/2018 18:15,4.46,0.0,8.57,0.0,100.0,46.16,65700,Weekend,Sunday,Light_Load
4009,11/02/2018 18:30,3.85,0.0,5.26,0.0,100.0,59.06,66600,Weekend,Sunday,Light_Load
4010,11/02/2018 18:45,4.68,0.0,18.79,0.0,100.0,24.17,67500,Weekend,Sunday,Light_Load
4011,11/02/2018 19:00,5.62,0.0,26.1,0.0,100.0,21.05,68400,Weekend,Sunday,Light_Load
4012,11/02/2018 19:15,4.43,0.0,20.88,0.0,100.0,20.75,69300,Weekend,Sunday,Light_Load
4013,11/02/2018 19:30,4.1,0.0,17.21,0.0,100.0,23.17,70200,Weekend,Sunday,Light_Load
4014,11/02/2018 19:45,4.32,0.0,21.71,0.0,100.0,19.52,71100,Weekend,Sunday,Light_Load
4015,11/02/2018 20:00,4.75,0.0,26.86,0.0,100.0,17.41,72000,Weekend,Sunday,Light_Load
4016,11/02/2018 20:15,4.1,0.0,19.91,0.0,100.0,20.17,72900,Weekend,Sunday,Light_Load
4017,11/02/2018 20:30,3.92,0.0,17.78,0.0,100.0,21.53,73800,Weekend,Sunday,Light_Load
4018,11/02/2018 20:45,4.5,0.0,23.58,0.0,100.0,18.75,74700,Weekend,Sunday,Light_Load
4019,11/02/2018 21:00,4.79,0.0,26.78,0.0,100.0,17.61,75600,Weekend,Sunday,Light_Load
4020,11/02/2018 21:15,4.0,0.0,18.5,0.0,100.0,21.13,76500,Weekend,Sunday,Light_Load
4021,11/02/2018 21:30,4.64,0.0,24.55,0.0,100.0,18.57,77400,Weekend,Sunday,Light_Load
4022,11/02/2018 21:45,5.54,0.0,26.82,0.0,100.0,20.23,78300,Weekend,Sunday,Light_Load
4023,11/02/2018 22:00,4.72,0.0,25.56,0.0,100.0,18.16,79200,Weekend,Sunday,Light_Load
4024,11/02/2018 22:15,3.89,1.22,10.33,0.0,95.42,35.24,80100,Weekend,Sunday,Light_Load
4025,11/02/2018 22:30,3.64,3.53,0.0,0.0,71.79,100.0,81000,Weekend,Sunday,Light_Load
4026,11/02/2018 22:45,4.43,4.9,0.0,0.0,67.06,100.0,81900,Weekend,Sunday,Light_Load
4027,11/02/2018 23:00,4.03,4.07,0.0,0.0,70.36,100.0,82800,Weekend,Sunday,Light_Load
4028,11/02/2018 23:15,3.67,3.02,0.0,0.0,77.22,100.0,83700,Weekend,Sunday,Light_Load
4029,11/02/2018 23:30,3.89,3.49,0.0,0.0,74.43,100.0,84600,Weekend,Sunday,Light_Load
4030,11/02/2018 23:45,4.36,4.43,0.0,0.0,70.15,100.0,85500,Weekend,Sunday,Light_Load
4031,11/02/2018 00:00,4.18,4.18,0.0,0.0,70.71,100.0,0,Weekend,Sunday,Light_Load
4032,12/02/2018 00:15,3.64,3.28,0.0,0.0,74.29,100.0,900,Weekday,Monday,Light_Load
4033,12/02/2018 00:30,3.85,3.71,0.0,0.0,72.01,100.0,1800,Weekday,Monday,Light_Load
4034,12/02/2018 00:45,4.43,4.93,0.0,0.0,66.84,100.0,2700,Weekday,Monday,Light_Load
